tweet_id,date,location,bounding_box,lang,text,important_tweet,emoji,hastag
1329135172957122562,Wed Nov 18 18:51:34 +0000 2020,,empty,fr,20.9 français 400 morts jour morts d’autres maladies voyez,1,,
1329135188727762948,Wed Nov 18 18:51:37 +0000 2020,,empty,fr,venir vérifier t’as masque mdrrr c’est n’importe,1,,
1329135195488968713,Wed Nov 18 18:51:39 +0000 2020,,empty,fr,police interpelle sauvagement manifestant « anti-masques » ht…,1,🇩🇪,berlin covid19 b1811 covid_19
1329135200492773377,Wed Nov 18 18:51:40 +0000 2020,France,empty,fr,taux d'incidence métropole nov baisse régulière lente saint-etienne…,1,,covid19
1329135226241560578,Wed Nov 18 18:51:46 +0000 2020,Polska,empty,fr,,1,,
1329135232692391939,Wed Nov 18 18:51:48 +0000 2020,"Nord-Pas-de-Calais, France",empty,fr,communiqué intersyndical,1,,covid19 protocolesanitaire continuitépédagogique ecoles colleges lycees
1329135237738205185,Wed Nov 18 18:51:49 +0000 2020,Grand Casablanca,empty,fr,dirait création poste piston,1,😂,
1329135240191889408,Wed Nov 18 18:51:50 +0000 2020,,empty,fr,doigts d'inventer ministère santé,1,,
1329135244310679554,Wed Nov 18 18:51:51 +0000 2020,Mérignac ,empty,fr,chiffres jour,1,,covid_19
1329123116468080643,Wed Nov 18 18:03:39 +0000 2020,France,empty,fr,mystères seconde vague partie analyses réponses,1,▶⤵,covid19 lesindispensables 24hpujadas lci la26
1329135251759697922,Wed Nov 18 18:51:52 +0000 2020,Cachan,empty,fr,difficultés payer loyer pouvez aidés restez seuls,1,👇🔊,covid19
1329135261037555712,Wed Nov 18 18:51:55 +0000 2020,"Strasbourg, France",empty,fr,pouvoir faire passer remboursement psys,1,🤷🏾♀,
1329135286245232640,Wed Nov 18 18:52:01 +0000 2020,,empty,fr,wsh,1,,
1329118138739404801,Wed Nov 18 17:43:52 +0000 2020,"Paris, Le Crotoy, StRemy","{'type': 'Polygon', 'coordinates': [[[2.224101, 48.815521], [2.224101, 48.902146], [2.469905, 48.902146], [2.469905, 48.815521]]]}",fr,oups voulaient cluster évangélistes n’ont monopole unà,1,👏,covid19 mulhouse
1328956103732948999,Wed Nov 18 07:00:00 +0000 2020,France,empty,fr,faire symptomatiques cas contacts guides pratiques employeurs salariés indiquent étapes expliquent fonctionne contact tracing,1,😷▶,covid19 salariés
1329110127048339456,Wed Nov 18 17:12:02 +0000 2020,,empty,fr,contrats opaques clauses responsabilité cas d'effets secondaires indésirables technologie jamais testée l'homme guerre com course l'étude labos pharma voudraient inquiéter qu'ils s'y prendraient,1,,vaccins covid19
1329135372308189184,Wed Nov 18 18:52:21 +0000 2020,,empty,fr,police interpelle sauvagement manifestant « anti-masques » ht…,1,🇩🇪,berlin covid19 b1811 covid_19
1329135383146356736,Wed Nov 18 18:52:24 +0000 2020,Mars,empty,fr,police interpelle sauvagement manifestant « anti-masques » ht…,1,🇩🇪,berlin covid19 b1811 covid_19
1329135385121845249,Wed Nov 18 18:52:24 +0000 2020,riviere du loup,empty,fr,«je veux transmettre cadeau noël»,1,,covid19 jdq polqc assnat
1329135393627901957,Wed Nov 18 18:52:26 +0000 2020,"Ile-de-France, France",empty,fr,partis gauche tentation totalitaire n'est jamais loin,1,,
1329135397545324546,Wed Nov 18 18:52:27 +0000 2020,Pas très loin,empty,fr,course vaccin précédent,1,,covid19
1329135413882204167,Wed Nov 18 18:52:31 +0000 2020,,empty,fr,arrêtez vie vie faut moribonde cons…,1,,
1328736157128134656,Tue Nov 17 16:26:01 +0000 2020,,empty,fr,danger face situation allez voir médecin traitant faire arrêt travail protéger patients hospitalisés fragiles d'où forte probabilité développer forme grave mise danger vie d'autrui art 223-1 code pénal,3,,covid19
1329135441568731149,Wed Nov 18 18:52:38 +0000 2020,Entre France et Maroc,empty,fr,images horrifiantes rues paris c’est berlin dictature européenne,1,😂,
1329135444198649857,Wed Nov 18 18:52:38 +0000 2020,,empty,fr,aujourd’hui c’est jour happy birthday,1,🎉🎊🎊🎊🎊🎊,
1328588291730530307,Tue Nov 17 06:38:27 +0000 2020,,empty,fr,police fière dangereux délinquants récidivistes mis d’état nuire concours d’une justice inflexible vraiment mollir face voyous foi loi,1,,dystopie
1328767610243194886,Tue Nov 17 18:31:00 +0000 2020,France,empty,fr,alerte 437 décès 24h l'hôpital france 219 prenant compte bilan total passe 054 273 morts jérôme salomon,1,🇫🇷,covid19 ehpad covid covid19france
1328617945342291975,Tue Nov 17 08:36:17 +0000 2020,France,empty,fr,c'était novembre 2019 chine enregistrait cas maladie due virus mois tard pandémie touchait monde entier,1,🦠,ncov2019 sars_cov_2 covid19
1329135481322401793,Wed Nov 18 18:52:47 +0000 2020,,empty,fr,masquées petit commerce élèves masqués salle classe,1,❌✅,covid19 confinement2
1329135508010766336,Wed Nov 18 18:52:53 +0000 2020,"Paris, France",empty,fr,mdrrr m’étonnes,1,,
1329135513220034560,Wed Nov 18 18:52:55 +0000 2020,👩🏼‍🦯,empty,fr,j’en partie,1,,
1329135515401138178,Wed Nov 18 18:52:55 +0000 2020,,empty,fr,doigts d'inventer ministère santé,1,,
1329135530286649351,Wed Nov 18 18:52:59 +0000 2020,France,empty,fr,allemande usage mercredi novembre canon eau disperser une…,1,🇩🇪,police berlin
1329121185607671809,Wed Nov 18 17:55:59 +0000 2020,France,empty,fr,nombre troubles dépressifs population générale fin septembre novembre confinement associé augmentation dépression éric caumes,2,⤵,covid19 24hpujadas lci la26
1329135544580923392,Wed Nov 18 18:53:02 +0000 2020,,empty,fr,fonctionnement virus arn messager passant va…,1,,vaccin coronavirus covid19 crispr arnm
1329135552361353218,Wed Nov 18 18:53:04 +0000 2020,,empty,fr,,1,,
1329135566873563137,Wed Nov 18 18:53:07 +0000 2020,"Gao, nord du Mali ",empty,fr,cas aujourd’hui 228 jours jours 14-18 novembre,1,,covid19 mali
1329135588977598476,Wed Nov 18 18:53:13 +0000 2020,"Evreux, France",empty,fr,sacré timing sortent vaccins temps,1,,covid19
1329117548726640644,Wed Nov 18 17:41:32 +0000 2020,"Gênes, Ligurie",empty,fr,mesure apaiserait donner l'air enseignants maltraités demandant démission blanquer,1,,
1329135621655433226,Wed Nov 18 18:53:21 +0000 2020,,empty,fr,nommez bassem,1,,
1329135622158684163,Wed Nov 18 18:53:21 +0000 2020,,empty,fr,j’aimerais connaître résultat test boris johnson l’a donner bonnes,1,,
1329135642429640706,Wed Nov 18 18:53:25 +0000 2020,Au Québec,empty,fr,réduction massive d'émission co2 due suites covid19 réduction drastique trafic aérien notam…,6,,
1329135645646856192,Wed Nov 18 18:53:26 +0000 2020,🌞,empty,fr,création d'un,1,,numerovert
1329135647811100672,Wed Nov 18 18:53:27 +0000 2020,DTC,empty,fr,y'est monsieur déconfinement monsieur vaccin,1,,monsieurmadame
1329135653641129987,Wed Nov 18 18:53:28 +0000 2020,Rabbit Hole,empty,fr,excellent information,1,,
1328977196363476993,Wed Nov 18 08:23:49 +0000 2020,"Dijon, Salives, Côte-d'Or",empty,fr,années reconnaîtront qu’ils « un petit peu » pataugé avec masques « un peu » bidouillé quinquennat « pas mal » mis france tapis lira mémoires,1,,
1329135693466103808,Wed Nov 18 18:53:38 +0000 2020,Dole | Franche Comté ,empty,fr,d'un salarié situation détresse psychologique,1,,covid19
1329135710079766531,Wed Nov 18 18:53:42 +0000 2020,,empty,fr,aujourd’hui c’est jour happy birthday,1,🎉🎊🎊🎊🎊🎊,
1329135717373665289,Wed Nov 18 18:53:43 +0000 2020,France,empty,fr,grands pays usa chine allemagne russie inde canada nzl australie investit le…,1,,vaccins
1328853591906512896,Wed Nov 18 00:12:39 +0000 2020,"Paris, France",empty,fr,« n’allez gym n’organisez dîner annulez tout »  suède change stratégie endiguer l’épidémie covid-19 argument fallacieux populistes denialistes,1,,covid19 restonsvigilants
1328682171666735105,Tue Nov 17 12:51:30 +0000 2020,"Angoulême, France",empty,fr,prépare oblige festival innove déroulera diptyque janvier juin 2021 rituel l'affiche dévoilée,1,,fibd2021 covid19 chloewary willyohm bd angouleme
1329135759027294220,Wed Nov 18 18:53:53 +0000 2020,3e planète du système solaire,empty,fr,nouvelle entourloupe gouvernement dépression français,1,,covid19
1329135759291461634,Wed Nov 18 18:53:53 +0000 2020,,empty,fr,prix exorbitant ehpads finir euthanasies,1,,
1329135759312490499,Wed Nov 18 18:53:53 +0000 2020,Troyes,empty,fr,"point novembre taux d'incidence 232,7 cas 100 habitants semaine gliss…",1,,covid19
1329135761304776705,Wed Nov 18 18:53:54 +0000 2020,Troyes,empty,fr,"coté âgées taux d’incidence 295,8 cas/100 000 habitants 4,4 17,7 tests positifs 0,1)…",1,,
1329135765415145474,Wed Nov 18 18:53:55 +0000 2020,Troyes,empty,fr,hôpitaux 139 hospitalisations stable réanimation 189 décès dénombre…,1,,
1329135766098898949,Wed Nov 18 18:53:55 +0000 2020,quelque part entre ciel/terre,empty,fr,2022 juges travail assassins macronistes devront répondre actes,1,,
1329135769647247366,Wed Nov 18 18:53:56 +0000 2020,"Ardèche, France",empty,fr,rassurez-moi numéro vert,1,,
1329135776903393280,Wed Nov 18 18:53:58 +0000 2020,Mo city,empty,fr,ptdrrrr rav covid année septembre décembre truc jveux c’est foutre l’air,1,,
1329135803016957952,Wed Nov 18 18:54:04 +0000 2020,quelque part entre ciel/terre,empty,fr,lrem soutien coupables meurtres,1,,
1329135840673624070,Wed Nov 18 18:54:13 +0000 2020,,empty,fr,déjà mdr c’était confinement inutile l’histoire,1,,
1329135851423608837,Wed Nov 18 18:54:15 +0000 2020,Royaume du Maroc,empty,fr,aminatou haidar veut faire show l’aéroport laayoune interdite d’embarquer bord…,2,🛑🛑🛑,
1329135857845096449,Wed Nov 18 18:54:17 +0000 2020,Paris,empty,fr,pouvoir faire passer remboursement psys,1,🤷🏾♀,
1328376409677508608,Mon Nov 16 16:36:30 +0000 2020,"Meurthe-et-Moselle, Lorraine",empty,fr,parlement européen directeur l'agence droits fondamentaux demande roms puissent bénéficier sécurité sociale pays s’installent  arrêtons délire occupons-nous d’abord 300 000 sans-abris,1,,ue covid19
1329135872214786049,Wed Nov 18 18:54:20 +0000 2020,"Paris, France",empty,fr,j'espère qu'il numéro vert,1,,
1329135901885272065,Wed Nov 18 18:54:27 +0000 2020,,empty,fr,idiots dangerous idiots,1,,
1329135911645421568,Wed Nov 18 18:54:30 +0000 2020,,empty,fr,pouvoir faire passer remboursement psys,1,🤷🏾♀,
1329105957268434945,Wed Nov 18 16:55:28 +0000 2020,Royaume de France,empty,fr,tête chasseurs d'aujourd'hui accusé chine cacher morts russie d'avoir influencé l'élection,1,,complotistes covid19 trump holdup
1329135914896027648,Wed Nov 18 18:54:30 +0000 2020,"Québec, QC",empty,fr,terme étude clinique phase sociétés rapportent taux d'efficacité jo…,1,,
1329135921380421634,Wed Nov 18 18:54:32 +0000 2020,France,empty,fr,fake news infos contradictoires intox… sentez perdu face multitude d'informations circu…,1,,
1329135936433745923,Wed Nov 18 18:54:36 +0000 2020,,empty,fr,flash 383 cas détectés 24h légère baisse.(spf,1,🇫🇷,covid19 france covid19france
1329135946521071617,Wed Nov 18 18:54:38 +0000 2020,Le Havre,empty,fr,déjà mdr c’était confinement inutile l’histoire,1,,
1329135955262009346,Wed Nov 18 18:54:40 +0000 2020,"Magic World, DTC.",empty,fr,vague assénaient vérités pouvaient exclus médias c’…,1,,
1329135993077829633,Wed Nov 18 18:54:49 +0000 2020,"Franche-Comté, France",empty,fr,difficile prise décisions l’édito,1,⬇,covid19 patrickcohen càvous
1329136040867753984,Wed Nov 18 18:55:00 +0000 2020,,empty,fr,pouvoir changer pile montre m'aiderait limiter sorties est-ce ateliers horlogers/…,1,,
1329136045200433153,Wed Nov 18 18:55:01 +0000 2020,#Bretagne #CessonSévigné 🌺🌱,empty,fr,autorise chasser n'était prévus faire repas collectifs bar ouvert…,1,,chasse confinement2
1329136052443951104,Wed Nov 18 18:55:03 +0000 2020,"Paris, France",empty,fr,crise s’acharne classes sociales modestes accentue malheureusement dif…,2,,covid19
1329136056265027586,Wed Nov 18 18:55:04 +0000 2020,"Nice, France 🇫🇷",empty,fr,cacher mensonge faut mentir proverbe indien,1,,
1329136094038921217,Wed Nov 18 18:55:13 +0000 2020,,empty,fr,long long,1,,vousnaurezpaslaresistance onvatouscrever covid19
1329136100359741443,Wed Nov 18 18:55:15 +0000 2020,TV shows Stadium,empty,fr,pouvoir faire passer remboursement psys,1,🤷🏾♀,
1329136106835763201,Wed Nov 18 18:55:16 +0000 2020,"Saint-Pétersbourg, Russie",empty,fr,sondage allez faire vacciner covid-19 vaccin expérimental,1,,stopconfinement
1329136110132465669,Wed Nov 18 18:55:17 +0000 2020,,empty,fr,sentez voulez quelqu’un,1,🤍,
1329136123755581442,Wed Nov 18 18:55:20 +0000 2020,,empty,fr,d'un salarié situation détresse psychologique,1,,covid19
1329100243099672577,Wed Nov 18 16:32:46 +0000 2020,"Paris, France",empty,fr,photo jour manifeste,1,🔴📷,allemagne antimasque berlin b1811 berlin1811 crisesanitaire coronavirus covid19
1326231060519251970,Tue Nov 10 18:31:39 +0000 2020,"Toulouse, France",empty,fr,nouvelle manifestation allemagne mesures sanitaires restrictives devrions france,1,,
1329136158299844615,Wed Nov 18 18:55:28 +0000 2020,marruecos,empty,fr,j’ai l’impression qu’on jamais s’en sortir mdrrrr,1,,
1329136159415541761,Wed Nov 18 18:55:29 +0000 2020,,empty,fr,mentionner super,1,,
1329136167736979456,Wed Nov 18 18:55:31 +0000 2020,,empty,fr,c'est invraisemblable,1,😬,
1329136175815258113,Wed Nov 18 18:55:33 +0000 2020,Amiens - Oujda,empty,fr,veux gacher vie salopard,1,,
1329032078432800769,Wed Nov 18 12:01:54 +0000 2020,,empty,fr,grands clowns gouvernementaux camp médecins alarmistes décérébrés s'inquiéter santé mentale concitoyens c'est gravement contribué détériorer,1,,covid19 holdupstoplapeur absurdistan bigpharma
1329136191065763841,Wed Nov 18 18:55:36 +0000 2020,Paris,empty,fr,mois prison ferme défaut d’attestation,1,,
1329136217577951232,Wed Nov 18 18:55:43 +0000 2020,,empty,fr,pouvoir faire passer remboursement psys,1,🤷🏾♀,
1329136219733766145,Wed Nov 18 18:55:43 +0000 2020,,empty,fr,flash 383 cas détectés 24h légère baisse.(spf,1,🇫🇷,covid19 france covid19france
1329053632977899523,Wed Nov 18 13:27:33 +0000 2020,"Paris, France",empty,fr,l’épidémie révélé fragilités forces système solidarité innovation magazine outre-mer bougeait lignes propose radioscopie crise sanitaire l'échelle outre-mer,1,⤵,covid19 ombl1
1329136230697676808,Wed Nov 18 18:55:46 +0000 2020,"Lille, France",empty,fr,besoin long terme faire réparer fenêtres volets s'ouvrent,1,,
1329136232459276292,Wed Nov 18 18:55:46 +0000 2020,Algérie,empty,fr,question sensible pharmacienne compte tenu données actuelles refuse me…,1,,
1329136246636089344,Wed Nov 18 18:55:50 +0000 2020,"Ecourt-Saint-Quentin, France",empty,fr,confirme,1,,
1329136249106468866,Wed Nov 18 18:55:50 +0000 2020,Partout et nul part ,empty,fr,ptdrrrrrrr crois étudiants explosent scores,1,,
1328351747467845632,Mon Nov 16 14:58:30 +0000 2020,"Paris, France",empty,fr,inscrivez-vous ejades ateliers ligne dédiés prévention santé réservés professionnels santé partenariat atelier gestion stress novembre 2020 19h,1,,hcsmeufr covid19 stress
1329136254156468225,Wed Nov 18 18:55:51 +0000 2020,,empty,fr,partout monde peuples commencent rebeller dirigeants trouver nouvelle épidémie,1,,covid19
1329105190813913090,Wed Nov 18 16:52:25 +0000 2020,Washington D.C,empty,fr,"états-unis autorités sanitaires reporté hier 707 décès l'espace 24h c'est chiffre mai bilan national s'élève 250 000 morts nombre cas dépassé 11,4 millions",1,🔴,covid19
1329094107604471808,Wed Nov 18 16:08:23 +0000 2020,,empty,fr,moment fallait-il tirer sonnette d'alarme 2nde vague lieu d'organiser combats coqs plateaux-télé suffisait regarder données avancées l'épidémie partagées,1,,covid19 rassuristes alarmistes datascientistes
1329136330694160384,Wed Nov 18 18:56:10 +0000 2020,,empty,fr,l'efficacité âgées l'une questions clé moment début…,1,,vaccin covid19
1329136354517782535,Wed Nov 18 18:56:15 +0000 2020,,empty,fr,personnel ehpads préféré pouvoir mieux prendre soin residents,1,,
1329136362423988224,Wed Nov 18 18:56:17 +0000 2020,#Bordeaux ,empty,fr,lieu confiner risque soutenant plans temps arrivent vaccins…,1,,
1328975217872560128,Wed Nov 18 08:15:57 +0000 2020,,empty,fr,exige vaccination obligatoire vidéo minutes michel fourniret éditorialistes,1,😆,covid19 christophebarbier barbier pfizervaccine vaccin
1329136371555037194,Wed Nov 18 18:56:19 +0000 2020,"Delta, BC",empty,fr,c’est semaine l'épargne-études familles confrontées défis raison,1,,covid19
1329136376672100355,Wed Nov 18 18:56:21 +0000 2020,"Nancy, France",empty,fr,blague,1,,
1329054327156199427,Wed Nov 18 13:30:18 +0000 2020,Europe / Canada,empty,fr,annonce vaccin efficace validé l’agence sanitaire américaine prochains jours,1,,pfizer covid19 fda
1329136389364047877,Wed Nov 18 18:56:24 +0000 2020,Nantes France ,empty,fr,visons nouvelle enquête vidéo diffusée,1,,covid19 stopfourrure emergenzavisoni
1329136417025429505,Wed Nov 18 18:56:30 +0000 2020,,empty,fr,ptdrrrrr j'ai genre qu'ils donner nom vaccin catastrophes,1,,
1329136426018103298,Wed Nov 18 18:56:32 +0000 2020,,empty,fr,forcément continuer cas s'accélèrent milieu scolaire,1,,
1329017758978252800,Wed Nov 18 11:05:00 +0000 2020,France,empty,fr,"flash 200 européens bord faillite trafic européen diminué cause aéroports enregistré 1,5mrds passagers l’année perdent 350m€/semaine parisien",5,🛫,aeroports coronavirus covid19 europe
1329136447778074624,Wed Nov 18 18:56:37 +0000 2020,"Rouen, France",empty,fr,déjà mdr c’était confinement inutile l’histoire,1,,
1329122930450632706,Wed Nov 18 18:02:55 +0000 2020,,empty,fr,"1ere guerre ème c'était chose d'accord c'est dure vivent ville fautse guerre demandait avis allais pouvais père,ils poser question",1,,
1329136465855516674,Wed Nov 18 18:56:42 +0000 2020,,empty,fr,mauvais anniversaire fils pute,1,,
1329136473317236744,Wed Nov 18 18:56:44 +0000 2020,,empty,fr,vaucluse cybergendarmes réunis front,1,,covid19
1329136477981319168,Wed Nov 18 18:56:45 +0000 2020,,empty,fr,oui c'est grave...mais honnêtement devinait,1,,
1329052382580396035,Wed Nov 18 13:22:35 +0000 2020,,empty,fr,vidéo nanoparticules vaccins réaction,1,🔴🔴🇨🇵,upr covid19france covid19 confinement
1329136531005640704,Wed Nov 18 18:56:57 +0000 2020,"Aix-les-Bains, France",empty,fr,wsh mdrr cause « covid »,1,😭,
1329136546243620865,Wed Nov 18 18:57:01 +0000 2020,"Paris, France + Toulon, Fr.Riv",empty,fr,france,1,,
1328926562067107848,Wed Nov 18 05:02:37 +0000 2020,,empty,fr,écoutez écoutez loi écoutez gestion essayez défense système essayez favorable insurrection essayez,1,,blanquer revalorisation darmanin pplsecuriteglobale veran covid19
1329020070568341504,Wed Nov 18 11:14:11 +0000 2020,"Paris, France",empty,fr,médecins collectif laissons médecins prescrire invitent prendre connaissance manifeste signer sens diffuser massivement,4,,covid19 covid19france covid19fr covid covidー19
1329000109380685825,Wed Nov 18 09:54:52 +0000 2020,Communauté Valencienne,empty,fr,voyez sentez monter peine immense hommes femmes âgés qu’on tué nom profit rage incroyable préconisés perdu humanité honte pays honte,1,⤵,
1329136598684995585,Wed Nov 18 18:57:13 +0000 2020,"Montpellier, France",empty,fr,"c'est lancement serveurs insta,snap,et facebook saturés cause nanotechn…",1,,5g
1329136613406994435,Wed Nov 18 18:57:17 +0000 2020,,empty,fr,,1,,hydroxychloroquine chloroquine pandemic coronavirus covid covid19 covid covid_19 covid__19 covid19
1328931750769209345,Wed Nov 18 05:23:14 +0000 2020,PARIS. FRANCE,empty,fr,port masque obligatoire maison lorsqu'on dort vérifier,1,,
1329136626841350145,Wed Nov 18 18:57:20 +0000 2020,"Gao, nord du Mali ",empty,fr,côté grands rassemblements dernières semaines maouloud funérailles,1,,
1329136630465241092,Wed Nov 18 18:57:21 +0000 2020,,empty,fr,mdr,1,,
1329136633837457413,Wed Nov 18 18:57:22 +0000 2020,,empty,fr,covid trouve alternance rapidement,1,,
1329136652745400332,Wed Nov 18 18:57:26 +0000 2020,France,empty,fr,soudaine reprise économique d'une violence but tuer l'éc…,1,,
1329136662820114434,Wed Nov 18 18:57:29 +0000 2020,"Ontario, Canada",empty,fr,gouvernement ontarien tranché prolongation congé scolaire effort ralentir,1,,noël
1329136705153212418,Wed Nov 18 18:57:39 +0000 2020,https://tinyurl.com/r8pmk8x,empty,fr,partis gauche tentation totalitaire n'est jamais loin,1,,
1329136726703534082,Wed Nov 18 18:57:44 +0000 2020,,empty,fr,"dolly parton permis faire avancer recherche d’un vite""…",1,,covid19 vaccin
1329136760996114433,Wed Nov 18 18:57:52 +0000 2020,,empty,fr,"mesdames messieurs députés crise due partie politique réduction nombre lits,…",1,,
1329136767145025536,Wed Nov 18 18:57:54 +0000 2020,"Draguignan, France",empty,fr,mercredi novembre 2020 2ème réunion comité mis place arcs représentants…,1,,covid19 campus
1329136768571101184,Wed Nov 18 18:57:54 +0000 2020,Pyrénées-Atlantiques,empty,fr,numéro vert,1,,
1329136799910948864,Wed Nov 18 18:58:01 +0000 2020,,empty,fr,médecins témoignent diffuse fake news,1,,
1328424724372856832,Mon Nov 16 19:48:29 +0000 2020,,empty,fr,favorable vaccination obligatoire touche libertés individuelles,2,📹,vipol covid19
1329128750143901697,Wed Nov 18 18:26:02 +0000 2020,,empty,fr,alerte isère résidents d’un tiers pensionnaires morts l'espace semaines.(leparisien,1,⚠🇫🇷,ehpad covid19 covid19france
1329136820987150337,Wed Nov 18 18:58:06 +0000 2020,Rock bottom,empty,fr,porter masque arrive l'absurde,1,,
1329059697136181250,Wed Nov 18 13:51:39 +0000 2020,,empty,fr,masse,1,🚨🚨,
1329059298115252224,Wed Nov 18 13:50:04 +0000 2020,"Annonay, Paris",empty,fr,réunion téléphonique directeurs administrations point situation préparer mise œuvre mesures soutien ménages entreprises services mobilisés face crise,1,☎🐙,comptespublics bercy plfr4 covid19 call
1329136834979434497,Wed Nov 18 18:58:10 +0000 2020,"Montpellier, France",empty,fr,"c'est lancement serveurs insta,snap,et facebook saturés cause nanotechn…",1,,5g
1329136844567621633,Wed Nov 18 18:58:12 +0000 2020,France,empty,fr,fake news infos contradictoires intox sentez perdu face multitude d'informations circulent…,2,,
1329136849286205440,Wed Nov 18 18:58:13 +0000 2020,NoWhereLand,empty,fr,surprenants offrez,1,😂😂😂,noel chaussures humour covid19 distanciation
1329136859260350470,Wed Nov 18 18:58:16 +0000 2020,,empty,fr,félicitations auditions,1,,
1329006451201863680,Wed Nov 18 10:20:04 +0000 2020,"Meythet, Haute-Savoie",empty,fr,l'augmentation cas sapeurs répondent présents rassurer victimes respect mesures sanitaires protégeons-nous,1,,covaction74 covid19 pompiers secourir
1329136865102925825,Wed Nov 18 18:58:17 +0000 2020,,empty,fr,voui attendons grippe aviaire,1,,
1329136877954273281,Wed Nov 18 18:58:20 +0000 2020,he/him,empty,fr,futur ministre connais,1,,
1329046806672629760,Wed Nov 18 13:00:25 +0000 2020,,empty,fr,“pensée imposée l’ordre sanitaire” remarquez maj ordre bel esprit synthèse:tous codes narratif conspirationniste réunis mots “pensée unique” mois avis étude décision n’ait discuté critiqué nié,1,⤵,
1329136882836529152,Wed Nov 18 18:58:21 +0000 2020,,empty,fr,manifestation république tchèque restrictions sanitaires,1,🔴🇨🇿,prague covid19
1329136893183856641,Wed Nov 18 18:58:24 +0000 2020,,empty,fr,aller payé impôts branler,1,,vaccin covid19 coronavirus confinement
1329136896094724096,Wed Nov 18 18:58:24 +0000 2020,,empty,fr,venue renfort infirmière retraitée voit réclamer l’argent travaillé,1,,covid19
1329136905028513793,Wed Nov 18 18:58:26 +0000 2020,94,empty,fr,m’étonne,1,,
1329136914159575045,Wed Nov 18 18:58:29 +0000 2020,Paris,empty,fr,attend annoncer efficacité 101,1,,
1329136919394050055,Wed Nov 18 18:58:30 +0000 2020,,empty,fr,l’arnaque the lancet réponse gouvernement question,1,👍,covid19
1329136936632594437,Wed Nov 18 18:58:34 +0000 2020,"Lorraine, France",empty,fr,anniversaire batard,1,,
1329136976226869253,Wed Nov 18 18:58:43 +0000 2020,Ile de France France,empty,fr,lrem soutien coupables meurtres,1,,
1329115632323977218,Wed Nov 18 17:33:55 +0000 2020,Outre-tombe ,empty,fr,question vacciner connaître effets secondaires vaccins testés correctement vaccin identifié lancé vite faire fric loin temps d’étude nécessaire commercialisation,1,😁,
1329136980656066566,Wed Nov 18 18:58:45 +0000 2020,Varsaw,empty,fr,vient mengele déjà starting blocks,1,,covid19 covid19france coronavirus vaccin
1328958748543553538,Wed Nov 18 07:10:31 +0000 2020,Saint-Josse-ten-Noode,empty,fr,mesures régionales soutien cafés bars introduisez demande prime tard décembre 2020,1,,coronavirus covid19 prime cafes restaurants bruxelles
1329136991678717952,Wed Nov 18 18:58:47 +0000 2020,,empty,fr,situation phase l'etat amp phase 3.3 nouvelle orléans port masque ges…,1,,coronavirus louisiane
1328953908883021825,Wed Nov 18 06:51:17 +0000 2020,FR 21% covids sortis morts H😱,empty,fr,"point 18/11 succès traitements france allemagne âgée peuplée touchée hcq/az ville 33000 morts létalité nrcfr 27,5 4059 morts 14743 cas résolus 11/11 17/11 19x 1,5%=1357/92302 hcq/az libérées 11/7 attend",1,❗🇫🇷🇩🇪❗⁉,covid19
1329136999169728513,Wed Nov 18 18:58:49 +0000 2020,Ile de France France,empty,fr,2022 juges travail assassins macronistes devront répondre actes,1,,
1329106855625453570,Wed Nov 18 16:59:02 +0000 2020,Île-de-France,empty,fr,prononcé faits inexacts écoutez essayer développer polémique mène attaque efficace bcp d’autre choses reprocher castex occupé petite guerre incapable,1,,
1329137013723983874,Wed Nov 18 18:58:52 +0000 2020,,empty,fr,prennent vraiment français enfants vaccin déconner,1,,
1329137046900924419,Wed Nov 18 18:59:00 +0000 2020,,empty,fr,prend vraiment cons faire gagner bourse spéculation,1,,
1329137058523308046,Wed Nov 18 18:59:03 +0000 2020,,empty,fr,numéro vert,1,,
1329137081407463424,Wed Nov 18 18:59:09 +0000 2020,,empty,fr,hold-up l’une intervenantes profileuse condamnée escroquerie 2014,1,,covid19
1328731423591833600,Tue Nov 17 16:07:12 +0000 2020,Paris,empty,fr,accès référentiels d’outils pédagogiques covid cadre crise sanitaire répondre besoin urgent formation ouvre plateforme formation sides,1,,covid19 anesthesie reanimation
1329137104283197442,Wed Nov 18 18:59:14 +0000 2020,Paris ,empty,fr,pouvoir faire passer remboursement psys,1,🤷🏾♀,
1329137106153840640,Wed Nov 18 18:59:14 +0000 2020,De Boulaz' à Bordeaux,empty,fr,mdrrr faute c’est hausse mettez d’accord,1,,
1329137116291473409,Wed Nov 18 18:59:17 +0000 2020,,empty,fr,clients collaborateurs rassurés clés relance activité accompagnon…,1,✅,
1329137129121869831,Wed Nov 18 18:59:20 +0000 2020,"Rennes, Bretagne",empty,fr,c’est grosse,1,,
1329137137820766212,Wed Nov 18 18:59:22 +0000 2020,en France ,empty,fr,fermez écoles bordel,1,,
1329137240946208771,Wed Nov 18 18:59:47 +0000 2020,QUÉBEC,empty,fr,000 morts hier vaccin sauvera l'économie mondiale vaccin semaine d'êt…,1,,covid19
1329137241663397892,Wed Nov 18 18:59:47 +0000 2020,"Washington, D.C.",empty,fr,d.c mayor changes coronavirus test sites cases rise,1,,covid19
1328966261167034368,Wed Nov 18 07:40:22 +0000 2020,"Paris, France",empty,fr,l'euthanasie réclamée malades condamnés souffrants rivotril crime l'humanité d'autres,1,,
