tweet_id,date,location,bounding_box,lang,text,important_tweet,emoji,hastag
1327922660056162304,Sun Nov 15 10:33:28 +0000 2020,,empty,fr,jour n’arrêtera rue redevient rue,1,,neoresistance
1327899139586232322,Sun Nov 15 09:00:00 +0000 2020,"France, Paris",empty,fr,boulangerie 100m dois-je remplir attestation oui sortie nécessite attestation puissiez indiquer motif sortie cas contrôle policiers déployés paris,2,❓🥖📄,covid19
1327922660441993216,Sun Nov 15 10:33:28 +0000 2020,,empty,fr,tendance lutte inégalités,1,👆,vaccin vaccine covax biontech melindagates
1327922661310296064,Sun Nov 15 10:33:28 +0000 2020,beyoncé's kitchen,empty,fr,croyez passer sérieusement,1,,
1324629606792646662,Fri Nov 06 08:28:03 +0000 2020,Luxembourg,empty,fr,crise constitué véritable accélérateur  fonds distinguent écarts performances importants faveur,1,,financedurable covid19 esg
1327689401200218120,Sat Nov 14 19:06:35 +0000 2020,Savoie,empty,fr,charge crs faire respecter laïcité tabasser lycéens mettre gosses ans garde vue monde,2,,
1327866887968055304,Sun Nov 15 06:51:51 +0000 2020,,empty,fr,ans guignols l’info disparu écrans pourtant l'époque traitait canal complotiste,21,,
1327740220176011264,Sat Nov 14 22:28:31 +0000 2020,Dans une autre dimension,empty,fr,clash député confirmé faux certificats » décès indiquaient malades l’avaient jamais contracté surmortalité covid machination gvt effrayer contraindre,1,❌⚠,covid
1327922672974618626,Sun Nov 15 10:33:31 +0000 2020,,empty,fr,bouge nice marche arrière,1,,
1327922678209122304,Sun Nov 15 10:33:32 +0000 2020,,empty,fr,bienvenue absurdie,1,,covid19 diezeit
1327891448956674049,Sun Nov 15 08:29:27 +0000 2020,"Montpellier, France",empty,fr,paralysés peur choper virus emprisonnés lois d'exceptions imposées démocratie poignarder sortirions manifester colère,1,,
1327672866557538304,Sat Nov 14 18:00:53 +0000 2020,Gentilly,empty,fr,budget sécurité sociale 19h majorité sénat rentrer amendement réforme retraites rejetée français report l’âge départ allonger durée cotisations choquant pleine crise,125,,covid19
1327922690045435905,Sun Nov 15 10:33:35 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922691588960256,Sun Nov 15 10:33:35 +0000 2020,,empty,fr,est-il arrivé séquence issue nuit temps pourtant,1,,
1327903005916721153,Sun Nov 15 09:15:22 +0000 2020,"Paris, France",empty,fr,samedi soir pleine crise sénat profite d'un amendement faire rentrer petite porte rejetée français procédé fripouille piétiner volonté peuple droits travailleurs scélérats,34,,covid19 reformedesretraites
1327765842092822529,Sun Nov 15 00:10:20 +0000 2020,Partout,empty,fr,flash librairie définitivement fermer mars grande librairie permettait milliers d’avoir accès livres d’occasion sauvée suite lepoint,10,🇫🇷,gibertjeune paris covid19
1327922696911511552,Sun Nov 15 10:33:37 +0000 2020,Canapé Stadium,empty,fr,900 médecins scolaires millions d'élèves 800.000 profs réalité sanitaire éta…,1,,
1327922703265837056,Sun Nov 15 10:33:38 +0000 2020,,empty,fr,est-on sûr bout fil souffre d'isolement télétravail,1,,confinementacte2
1327619997989031937,Sat Nov 14 14:30:48 +0000 2020,Suisse,"{'type': 'Polygon', 'coordinates': [[[6.205513, 46.355793], [6.205513, 46.406548], [6.27335, 46.406548], [6.27335, 46.355793]]]}",fr,mère ans contact étroit frère positif l'attente d'un test lundi explique cheffe qu'il prudent aller travailler reçoit messages appels pressions travailler,89,,covid19
1327852747559931905,Sun Nov 15 05:55:39 +0000 2020,,empty,fr,bonne lecture journalistes étrangers informent mieux france,8,,reformedesretraites etpendantcetemps covid19 confinement2
1327922720475144192,Sun Nov 15 10:33:42 +0000 2020,Les Mots ont un sens,empty,fr,menti cacher faillite sanitaire,1,,
1327922721636937728,Sun Nov 15 10:33:43 +0000 2020,Bordeaux,empty,fr,pose,1,,covid19 pfizervaccine holdup
1327922727550918656,Sun Nov 15 10:33:44 +0000 2020,,empty,fr,système biden importé france,1,,
1327922728037478400,Sun Nov 15 10:33:44 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922731594211328,Sun Nov 15 10:33:45 +0000 2020,91,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922735465500679,Sun Nov 15 10:33:46 +0000 2020,Nantes ,empty,fr,mdrrrr voulez déconfinés noël,1,,
1327916983271256064,Sun Nov 15 10:10:54 +0000 2020,En Riposte ... ou pas. ,empty,fr,lutter vidéo gouvernement allemand sous-titré anglais c'est top,52,👍,coronavirus covid19
1327922745406009344,Sun Nov 15 10:33:48 +0000 2020,,empty,fr,france pays mensonges d'etat source conseiller pouvoir,1,,
1327921786843922432,Sun Nov 15 10:30:00 +0000 2020,"France, Paris",empty,fr,totale mobilisation faire respecter mesures sanitaires vigueur rôle jouer face propagation virus restez maximum limitez déplacements strict minimum,5,💪,covid19
1327922762090942466,Sun Nov 15 10:33:52 +0000 2020,,empty,fr,c'est,1,😂😂😂,
1327922771033268226,Sun Nov 15 10:33:54 +0000 2020,Paris,empty,fr,connards connasses,1,😡😡😡😡😡😡😡,
1327922772891357184,Sun Nov 15 10:33:55 +0000 2020,"Lyon, France",empty,fr,l’équipe chercheurs question,1,,
1327603460628418561,Sat Nov 14 13:25:05 +0000 2020,"Paris, France",empty,fr,imaginez minute musulmans demandent réouverture mosquées juifs synagogues,7,,
1327906841939087360,Sun Nov 15 09:30:37 +0000 2020,"Paris, France",empty,fr,samedi politique n'a préparer hôpitaux services fermés docteur gérard delépine l'émission,3,🎥➡,covid19 confinement
1327922789366575104,Sun Nov 15 10:33:59 +0000 2020,,empty,fr,dieu faut respecter distanciation physique mystique,1,,catholiques musulmans covid19
1327887932317986816,Sun Nov 15 08:15:28 +0000 2020,"Paris, France",empty,fr,front l’épidémie focus soi-disantes bonnes nouvelles m’effraient 354 décédées hier france total 356 morts continue 1ère cause mortalité france hausse mortalité 2019,3,,covid19
1327922794399674368,Sun Nov 15 10:34:00 +0000 2020,,empty,fr,c’était suffisamment merde fallait remettre couche visiblement sens timing,1,,
1327922794449965056,Sun Nov 15 10:34:00 +0000 2020,Glamazon,empty,fr,hey lutin fallu travailler dur semaines revoir copie commerces mais…,1,,
1327922800842182656,Sun Nov 15 10:34:01 +0000 2020,,empty,fr,séparatistes,1,,
1327906113971478528,Sun Nov 15 09:27:43 +0000 2020,IdF,empty,fr,répète tué 000 france printemps n'y 000 certificats décès mentionnant l'une causes décès surmortalité mars avril vrai chiffre 20000,12,,covid19 coronavirus
1327922803312648193,Sun Nov 15 10:34:02 +0000 2020,,empty,fr,coronavirus belgique novembre hospitalisations baisse,1,,coronavirus covid19
1327552971547308032,Sat Nov 14 10:04:27 +0000 2020,,empty,fr,commerçants indépendants tpe/pme l'état côtés affronter crise saisissez-vous aides mises disposition fonds solidarité exonérations cotisations sociales prêts garantis l'état aide paiement loyer novembre,4,⤵,covid19
1327922804566712321,Sun Nov 15 10:34:02 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922818600882177,Sun Nov 15 10:34:06 +0000 2020,Sofia / Paris / La Valette,empty,fr,président parasites lrem conseillent mal ahhhh entourages…,1,,
1327914237058981888,Sun Nov 15 10:00:00 +0000 2020,Paris,empty,fr,rapport l'insee confirme ville décroché socialement économiquement crise l'accepter paris moyens,11,,paris covid19
1327922823285891077,Sun Nov 15 10:34:07 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922832312049664,Sun Nov 15 10:34:09 +0000 2020,"Caen, France",empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922837345218563,Sun Nov 15 10:34:10 +0000 2020,France,empty,fr,c'est dégueulasse ignoble bande salopards,1,,
1327901179121180674,Sun Nov 15 09:08:06 +0000 2020,"Sainte-Marie, Le Paradis ",empty,fr,documentaire belge besoin d’un financement participatif doc succès france film genre population questionnera,2,🚨🇧🇪,holdupledoc covid19
1327922842319654915,Sun Nov 15 10:34:11 +0000 2020,"Paris, France",empty,fr,confinement trouver alternance,1,,
1327922852557938688,Sun Nov 15 10:34:14 +0000 2020,,empty,fr,système biden importé france,1,,
1327922859684016128,Sun Nov 15 10:34:16 +0000 2020,,empty,fr,chose tourne vraiment rond voir mal finir,1,☹,
1327620006285340677,Sat Nov 14 14:30:50 +0000 2020,Suisse,"{'type': 'Polygon', 'coordinates': [[[6.205513, 46.355793], [6.205513, 46.406548], [6.27335, 46.406548], [6.27335, 46.355793]]]}",fr,contrat précaire trouve situation flou instable faudra l'oublier l'après droits travailleuses travailleurs devront améliorés protégés augmentés failles brèches,5,,covid19
1327922863760941061,Sun Nov 15 10:34:16 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327921241223794690,Sun Nov 15 10:27:50 +0000 2020,,empty,fr,supercherie tests prouvée merdia n'en exemple centaines d'autres tests pcr,27,,pcr covid19 covidiots
1327920881331531776,Sun Nov 15 10:26:24 +0000 2020,France,empty,fr,propriétaire pavillon l'organisateur soirée 300 parfait j'espère qu'ils condamnés comparution immédiate semaines taule 44000 morts,12,😡😡,joinvillelepont gav covid19 cassuffit
1327922865656786945,Sun Nov 15 10:34:17 +0000 2020,"Aquitaine, France",empty,fr,perd nerfs face,1,😂😂😂,policedemacron giletsjaunes
1327871362036346880,Sun Nov 15 07:09:38 +0000 2020,paris,empty,fr,citation ministres l'ont publiquement c'est qu'il faut révéler membre gouvernement couvert d'anonymat parisien,1,⚡🇲🇫,covid19
1327922867749744646,Sun Nov 15 10:34:17 +0000 2020,"Nantes, France",empty,fr,fraude,1,,
1327876355451740160,Sun Nov 15 07:29:28 +0000 2020,France ,empty,fr,dirait met d'énergie verbaliser mosquées question priorité doute,6,,darmanin librairiesouvertes salafistes covid19
1327913722988343296,Sun Nov 15 09:57:57 +0000 2020,"Haute-Normandie, France",empty,fr,ministère santé propose ars abandonnent investigations clusters milieu scolaire médecins scolaires s'en chargent faible nombre médecins sco vite réglé circulez y'a voir,33,,covid19
1327884109272715268,Sun Nov 15 08:00:17 +0000 2020,,"{'type': 'Polygon', 'coordinates': [[[1.29508, 43.815886], [1.29508, 43.889598], [1.448992, 43.889598], [1.448992, 43.815886]]]}",fr,dira jamais soignants personnels santé contact ash ide kine orthophonistes ergothérapeutes médecins porter ministres chefs services,5,,covid19 ffp2
1327922899450294272,Sun Nov 15 10:34:25 +0000 2020,France,empty,fr,hasard baisse janvier repartira hausse confiné,1,,
1327922899676696576,Sun Nov 15 10:34:25 +0000 2020,"Bretagne Sud, Morbihan🌊🏄🏼",empty,fr,débile acheter papier toilette gel douche,1,,conte italiens
1327916235170975745,Sun Nov 15 10:07:56 +0000 2020,"Montpellier, France",empty,fr,capitalisme libéral enseignement l'individualisme échevelé réussite sociale liée l'enrichissement prix marché libre faussé fausse privatisation vie mort profit profit profit vie,9,,
1327922904852549632,Sun Nov 15 10:34:26 +0000 2020,Rennes - Bretagne,empty,fr,chiffres màj ven 13/11 nombre cas 066 695 taux d'inc…,1,,covid19 illeetvilaine coronavirus
1327922908367360000,Sun Nov 15 10:34:27 +0000 2020,centre,empty,fr,faut pete,1,,
1327619675291869184,Sat Nov 14 14:29:31 +0000 2020,"Paris, France",empty,fr,grandiose milliers restaurateurs restrictions sanitaires citoyens colère liberté,10,,manifestation nice covid19 confinementsaison2
1327922921445224449,Sun Nov 15 10:34:30 +0000 2020,"La Rochelle, France",empty,fr,zombies but combattre virus croyances jusqu’à preuve contraire c’est affaire…,1,,
1327692438664835079,Sat Nov 14 19:18:39 +0000 2020,"Marseille, France",empty,fr,temps sénat ehpad france cantine sert bouffe acceptable retraites oublier covid,4,,reformedesretraites sécuritésociale
1327698870231511042,Sat Nov 14 19:44:12 +0000 2020,Paris,empty,fr,rappelons choses prières rue interdites france églises ouvertes prière besoin d’autres prier peut-être temps reconsidérer religiosité amicalement,74,,
1327910016670633985,Sun Nov 15 09:43:14 +0000 2020,PARIS,empty,fr,documentaire incontournable must.rien qu'ils censurent mineur.leur réaction long peur vérité chemin,8,,hold_up
1327886028443619329,Sun Nov 15 08:07:54 +0000 2020,France,empty,fr,"millions pauvres 300.000 sdf double rapport 2012 5,8 millions demandeurs d’emploi",18,✅✅✅,reformedesretraites mila covid19
1327922945948258304,Sun Nov 15 10:34:36 +0000 2020,Raftel,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922946283884550,Sun Nov 15 10:34:36 +0000 2020,"Ile-de-France, France",empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327922948926271489,Sun Nov 15 10:34:37 +0000 2020,,empty,fr,solution sortir,1,➡,
1327922950964654080,Sun Nov 15 10:34:37 +0000 2020,"Paris, France",empty,fr,genre propos grandes leçons france l'état démocratie états-unis toujours…,2,,
1327922959546277888,Sun Nov 15 10:34:39 +0000 2020,,empty,fr,soutiens lançons opération…,1,,restaurateurs covid19
1327922970531143681,Sun Nov 15 10:34:42 +0000 2020,Canada,empty,fr,masques tombent partout,1,,
1327922973123244032,Sun Nov 15 10:34:43 +0000 2020,Kepler 186f,empty,fr,est-il arrivé séquence issue nuit temps pourtant,1,,
1327892817499344896,Sun Nov 15 08:34:53 +0000 2020,,empty,fr,gestion française pandémie monde entier seuls pays géré manière efficace est-ce l'effet n'y fier monsieur,1,🤢🤢🤢,covid19 hydroxychloroquine véran
1327922975350419456,Sun Nov 15 10:34:43 +0000 2020,Amiens,empty,fr,canards germaine enchaînés exploitants abordent fêtes dans…,2,,covid19 sancourt noël
1327922989027962881,Sun Nov 15 10:34:46 +0000 2020,,empty,fr,5/11/2020 portant avis projet décret modifiant décret relatif systèmes d’in…,1,,délibération cnil
1327923000243605504,Sun Nov 15 10:34:49 +0000 2020,MAGHNIA // GUYANCOURT ,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923002927886336,Sun Nov 15 10:34:50 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923006769860608,Sun Nov 15 10:34:51 +0000 2020,,empty,fr,arrêtez j'ai solution hier ruquier madame bachelot problème librairies éta…,1,,
1327923007948468225,Sun Nov 15 10:34:51 +0000 2020,Territoire de Belfort,empty,fr,occupations confinement français voter l'allongement durée des…,1,,
1327917773876568065,Sun Nov 15 10:14:03 +0000 2020,"Paris, France",empty,fr,bouffons « debunking » documentaire estampillent fake news contenu revenir sources travail correctement cotation ville t2a hospitalisation privée,54,,hold_up covid19 covid covidー19 covid__19 covid19france covid19be covid19qc
1327922412118298625,Sun Nov 15 10:32:29 +0000 2020,Senegal,empty,fr,dimanche l’accès libre gratuit jusqu’au décembre 2020 heures heures mardi dimanche portez masques respectez mesures barrières bonne visite,2,,museedescivilisationsnoires mcndakar reouverturepartielle covid19
1327923033336668161,Sun Nov 15 10:34:57 +0000 2020,,empty,fr,s'extraire période merde réveil brutal,1,🔥,
1327923041322545152,Sun Nov 15 10:34:59 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327666098779664390,Sat Nov 14 17:33:59 +0000 2020,France,empty,fr,attention tour magie imaginez cas positif classe double niveau masque ans grande section s'en sortir pouf enfants contaminants s'il n'y solution c'est qu'il n'y problème,4,🧙♂🤔✨🐇🎩👉😉,covid19
1327923054316580864,Sun Nov 15 10:35:02 +0000 2020,"Palma de Majorque, Espagne",empty,fr,retombées folles décisions gouvernement,1,,
1327923062021513217,Sun Nov 15 10:35:04 +0000 2020,Taza/Fès ⵣ,empty,fr,prières rue interdit,1,,
1327923064361922561,Sun Nov 15 10:35:04 +0000 2020,,empty,fr,1er confinement 2ème confinement,1,🦠,covid19
1327923064533889024,Sun Nov 15 10:35:04 +0000 2020,"France, IdF",empty,fr,chose tourne vraiment rond voir mal finir,1,☹,
1327923074608615425,Sun Nov 15 10:35:07 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327919815110045696,Sun Nov 15 10:22:10 +0000 2020,FL 390,empty,fr,propose tests antigénique rt-pcr passagers départ paris-cdg amp paris-orly réservation recommandée billet d'avion requis prise charge l’assurance maladie savoir,4,ℹ🔸🔸🔸🔸👇🏻,parisaeroport covid19
1327923084041523200,Sun Nov 15 10:35:09 +0000 2020,Grain de carbone sur Terre,empty,fr,temps,1,,covid__19
1327923085606072322,Sun Nov 15 10:35:09 +0000 2020,,empty,fr,fermées ouvertes virus n'a passeport rel…,1,,eglises frontieres covid19
1327923095596900352,Sun Nov 15 10:35:12 +0000 2020,"Vesoul, France",empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923095634649088,Sun Nov 15 10:35:12 +0000 2020,"région de Strasbourg, France",empty,fr,,1,,
1327923096637075456,Sun Nov 15 10:35:12 +0000 2020,"Paris, France",empty,fr,réagir article format « vulgarisation » intér…,1,🙏🏻,
1327923107017920512,Sun Nov 15 10:35:14 +0000 2020,Tounes,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923110897717248,Sun Nov 15 10:35:15 +0000 2020,Seine-Saint-Denis,empty,fr,tou.te.s grève exiger plan d'urgence service public d'éducation mardi,3,🔴✊🗓,17novembre
1327689784278528000,Sat Nov 14 19:08:06 +0000 2020,Paris,empty,fr,spectaculaire succès documentaire contesté l'expression d'un rejet pensée imposé l'ordre sanitaire fronde populaire annonce d'autres insurrections,31,,covid19 hold_up
1327923115335315457,Sun Nov 15 10:35:16 +0000 2020,France,empty,fr,fraude,1,,
1327923121505132544,Sun Nov 15 10:35:18 +0000 2020,Var,empty,fr,baisser bras attendre d’être contaminé qu’on finisse peur bonne deconnectio…,1,,
1327923146209505280,Sun Nov 15 10:35:24 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923148323508225,Sun Nov 15 10:35:24 +0000 2020,,empty,fr,chiffres màj ven 13/11 nombre cas 473 474)…,1,,covid19 bretagne coronavirus
1327760745287864320,Sat Nov 14 23:50:04 +0000 2020,Lorraine,empty,fr,marche flambeaux samedi soir autoritaire rejeté travers médialogue,5,🎥,avignon absurdistan macron france confinement giletsjaunes covid19 coronavirus touscontremacronjour48
1327923162118549504,Sun Nov 15 10:35:28 +0000 2020,Ici,empty,fr,faut pete,1,,
1327923171727724544,Sun Nov 15 10:35:30 +0000 2020,,empty,fr,combat stéphane troussel,1,,
1327923176551161856,Sun Nov 15 10:35:31 +0000 2020,"Aubervilliers, France",empty,fr,mdrrrr voulez déconfinés noël,1,,
1327923177570361346,Sun Nov 15 10:35:31 +0000 2020,Brest,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923180200222725,Sun Nov 15 10:35:32 +0000 2020,,empty,fr,mdrrrr voulez déconfinés noël,1,,
1327923182033129473,Sun Nov 15 10:35:32 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923198135066626,Sun Nov 15 10:35:36 +0000 2020,France,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923207077318656,Sun Nov 15 10:35:38 +0000 2020,,empty,fr,mythomane,1,,véran templetrouille covid19
1327923208679514113,Sun Nov 15 10:35:39 +0000 2020,,empty,fr,mdrrrr voulez déconfinés noël,1,,
1327923210881540096,Sun Nov 15 10:35:39 +0000 2020,France,empty,fr,mdrrrr voulez déconfinés noël,1,,
1327923217428844550,Sun Nov 15 10:35:41 +0000 2020,92-Casa,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327891248628326401,Sun Nov 15 08:28:39 +0000 2020,,empty,fr,texte voté sénateurs moyenne d'âge ans pension retraite dépasse 3800 euros l'espérance vie élevée moyenne,3,,
1327923223359594498,Sun Nov 15 10:35:42 +0000 2020,"Nice, France et Paris",empty,fr,«une dictature c'est régime clan décide lois» emmanuel macron,1,,
1327923230527672323,Sun Nov 15 10:35:44 +0000 2020,,empty,fr,s'arrange établissements scolaires,1,,blanquerment blanquerdemission
1327722574026055681,Sat Nov 14 21:18:24 +0000 2020,"Paris, France",empty,fr,couvert d'anonymat membre gouvernement assure d'ailleurs «plusieurs ministres coronavirus l'ont publiquement c'est qu'il faut révéler»,21,,covid19
1327698427313057794,Sat Nov 14 19:42:27 +0000 2020,Paris / Lille,empty,fr,c'est extrêmement grave sénat considérant gouvernement vite voter réforme retraites débat amendement,11,,
1327906728592150528,Sun Nov 15 09:30:10 +0000 2020,,empty,fr,yelch castex promet geste soignants retrouvez yelch site,1,,dessindepresse dessindeyelch ratpsodies lesratsdeyelch rats yelch humour jeancastex castex coronavirus covid19 crisesanitaire soignants petitcoucou
1327899641191526400,Sun Nov 15 09:02:00 +0000 2020,France,empty,fr,flash situation contrôle patient mort toilettes d'un hôpital 000 lits d'hôtel réservés pays cas hôpital campagne déployé l'armée piste rai,16,🇮🇹➡➡➡,italie covid19 naples coronavirus monza
1327923256238747648,Sun Nov 15 10:35:50 +0000 2020,,empty,fr,n’est décédé soigné soignés grave continué travaille…,68,,
1327923265923379200,Sun Nov 15 10:35:52 +0000 2020,Lorraine,empty,fr,système biden importé france,1,,
1327923268121227271,Sun Nov 15 10:35:53 +0000 2020,"Marseille, France",empty,fr,chose tourne vraiment rond voir mal finir,1,☹,
1327923269266190337,Sun Nov 15 10:35:53 +0000 2020,,empty,fr,idiots nier dangerosité réalité vague,1,😔😔😔,covid19
1327666537378029568,Sat Nov 14 17:35:44 +0000 2020,"Agen, France",empty,fr,passeport smartphone test antigénique négatif… c'est c'est,3,🤬,covid19 complotiste lrem nouveaumonde stopdictaturesanitaire
1327766441781829633,Sun Nov 15 00:12:43 +0000 2020,,empty,fr,ministres coronavirus l'ont publiquement...ça explique n'ont peur faire contaminer enfants petit-enfants...c'est déjà,1,,
1327923277512253440,Sun Nov 15 10:35:55 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923285632438274,Sun Nov 15 10:35:57 +0000 2020,PACA,empty,fr,vérité complot,1,,
1327923286630666240,Sun Nov 15 10:35:57 +0000 2020,,empty,fr,phrase,1,,reformedesretraites confinementacte2 confinement covid19 pauvreté députés
1327891460285411328,Sun Nov 15 08:29:29 +0000 2020,,empty,fr,tests d'anticorps zone grise infectiologue expliqué s’agit s’y retrouver,1,,covid19
1327923290871111680,Sun Nov 15 10:35:58 +0000 2020,,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327707197799870465,Sat Nov 14 20:17:18 +0000 2020,"Nîmes, France",empty,fr,c'est demander veut prix candidat présidentielle qu'elle déjà place l'elysée opposition pacotille,5,,
1327923298345361413,Sun Nov 15 10:36:00 +0000 2020,,empty,fr,chiffres màj ven 13/11 nombre cas 473 474 taux d'incid…,1,,covid19 bretagne coronavirus
1327923301931491328,Sun Nov 15 10:36:01 +0000 2020,"Paris, France",empty,fr,plateaux voit quasiment citoyen donner avis gestion pourquoi…,1,,covid19
1327923302988443649,Sun Nov 15 10:36:01 +0000 2020,France,empty,fr,solution sortir,1,➡,
1327923308113895429,Sun Nov 15 10:36:02 +0000 2020,,empty,fr,chantait johnny « il suffira d’une étincelle... »,1,,
1326843389040611330,Thu Nov 12 11:04:50 +0000 2020,Gentilly,empty,fr,milliards d'euros versés dividendes actionnaires cac d'autres retrouvent chômage partiel contrairement crise sanitaire crise économique touche monde,11,💸😡,covid19 plfss2021
1327923312429821952,Sun Nov 15 10:36:03 +0000 2020,France,empty,fr,système biden importé france,1,,
1327923314598219777,Sun Nov 15 10:36:04 +0000 2020,,empty,fr,petit message sénateurs voit n'oubliera,1,,
1327783732678422532,Sun Nov 15 01:21:25 +0000 2020,🇫🇷 ,empty,fr,remerciements chaleureux journal allemand vient renommer pays qualifier gestion gouvernants persister qualifiant macron monarque absolu parlement botte,21,❤🇫🇷,diewelt absurdistan covid19
1327923334248587265,Sun Nov 15 10:36:09 +0000 2020,France,empty,fr,églises ouvertes prières rue interdites n’ose imaginer polémique avait…,1,,
1327740869005414401,Sat Nov 14 22:31:06 +0000 2020,,empty,fr,19h majorité sénat rentrer amendement réforme retraites rejetée français report l’âge départ allonger durée cotisations choquant pleine crise,6,,covid19
1327923343346032640,Sun Nov 15 10:36:11 +0000 2020,Planète Terre ,empty,fr,c'est dégueulasse ignoble bande salopards,1,,
1327923351285850114,Sun Nov 15 10:36:13 +0000 2020,,empty,fr,perdu occasion fermer c'est dingue,1,,
1327923352921575424,Sun Nov 15 10:36:13 +0000 2020,,empty,fr,chose tourne vraiment rond voir mal finir,1,☹,
1327923364111986689,Sun Nov 15 10:36:16 +0000 2020,Ici,empty,fr,putain allez crever enfer,1,,
1327923371544354816,Sun Nov 15 10:36:18 +0000 2020,,empty,fr,croyez passer sérieusement,1,,
1327923375709302786,Sun Nov 15 10:36:19 +0000 2020,,empty,fr,savoir mesures protéger entreprises salariés,1,📲,
1327923377953247235,Sun Nov 15 10:36:19 +0000 2020,,empty,fr,c'est dégueulasse ignoble bande salopards,1,,
1327545894162604032,Sat Nov 14 09:36:20 +0000 2020,,empty,fr,remdesivir gilead classé traitement aggravant utiliser l’ue s’était précipitée octobre acheter 500 000 doses coût milliard d’euros veulent créer santé,8,🇪🇺🤔,covid19
1327923386106982400,Sun Nov 15 10:36:21 +0000 2020,,empty,fr,est-il arrivé séquence issue nuit temps pourtant,1,,
1327902662319333378,Sun Nov 15 09:14:00 +0000 2020,,empty,fr,rapporté l'échelle commune 3000 âmes tué ans vivait ehpad croyez-vous vraiment dictature sanitaire installée sauver petits vieux n'y-a-t-il raison,13,,covid19 hold_up jepaieencash
1327743185498595328,Sat Nov 14 22:40:18 +0000 2020,St-Lin-Laurentides,empty,fr,coordonnatrice ciusss l’estrie chus signe directive stipulant l'interdiction d'installer décorations noël incluant chambres résidents diminuer vecteurs justifie poste salaire,2,,chsld covid19
1327923412099096576,Sun Nov 15 10:36:27 +0000 2020,Paris,empty,fr,champions,1,,scred
1327923422492585985,Sun Nov 15 10:36:30 +0000 2020,France,empty,fr,qu'est qu'on serrés fond boîte propage pro…,2,,
1327923425294372864,Sun Nov 15 10:36:30 +0000 2020,"Ile-de-France, France",empty,fr,confinement trouver alternance,1,,
1327885548208447488,Sun Nov 15 08:06:00 +0000 2020,"Haute-Normandie, France",empty,fr,pleine épidémie pauvreté explose passer amendement repousser l’âge départ ans allonger durée cotisations annuités génération 1965 lamentable,22,,reformedesretraites covid19 lr unioncentriste
1327923428486246401,Sun Nov 15 10:36:31 +0000 2020,"Paris, France",empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923430105239554,Sun Nov 15 10:36:32 +0000 2020,,empty,fr,échec cuisant karine lacombe c'est payons,1,,
1327923434756648960,Sun Nov 15 10:36:33 +0000 2020,,empty,fr,croyez passer sérieusement,1,,
1327923436602204162,Sun Nov 15 10:36:33 +0000 2020,21,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923437663358982,Sun Nov 15 10:36:33 +0000 2020,MALVINA,empty,fr,mdrrrr voulez déconfinés noël,1,,
1327923446848888833,Sun Nov 15 10:36:36 +0000 2020,"Abidjan,Côte d'Ivoire",empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327923447952003072,Sun Nov 15 10:36:36 +0000 2020,France,empty,fr,passée chiffres donnent l'espoir baisse,1,,bfmtv covid19 reformedesretraites
1327923448870555650,Sun Nov 15 10:36:36 +0000 2020,,empty,fr,prochaines élections supporters puisqu’ils seront…,1,,trump
1327358279400435713,Fri Nov 13 21:10:49 +0000 2020,,empty,fr,manifestations éclaté jours danemark l'instauration d'une loi permettant renforcer pouvoirs gouvernement permettrait autorités d'introduire vaccination obligatoire population,10,🔴🇩🇰,covid19
1327923454587310080,Sun Nov 15 10:36:37 +0000 2020,Dans la soucoupe,empty,fr,n’ose imaginer réactions musulmans mosquée,1,,
1327704402845720578,Sat Nov 14 20:06:11 +0000 2020,,empty,fr,alerte pleine crise sociale sanitaire sénat profite l'etat d'urgence faire passer réforme retraites,19,🔴,
