1250740361007423489,2020-04-16 10:58:34,"Rouen, France",fr,#SoutienAuxSoignants   🛑🛑...Nouvelle Arrivages Massifs de matériel à l’hôpital de la Pitié-Salpêtrière ..🤮  ➡️..Incroyable mais vrai..‼️⁉️  #GouvernementMeurtrier #OnNoublieraPas #CONFINEMENTJOUR30 #hopitaux #france #Macronie #Veran #COVID19 #LREM   https://t.co/mDY2iVq8Mr
1250743013581762561,2020-04-16 11:09:06,"Fougères, France",fr,#CONFINEMENTJOUR30 #cnews #BFMTV et tous les autres #MERDIAS @EmmanuelMacron #OlivierVeran @KarimZeribi on en parle.. vous montrerez ça a la télé #SoutienAuxSoignants j'ai honte de mon pays.. c'est la 1ere fois de ma vie que je dis ça https://t.co/UTahOon6sQ
1250328883775205379,2020-04-15 07:43:30,"Rouen, France",fr,"#Macronie   ➡️..En #Espagne on Distribue Des #masques ..,Ici En #France on Distribue des Prunes..‼️⁉️  #Castaner #Macron #COVID19 #lrem #GiletsJaunes #IlsSavaient #OnOublieraPas #gvt #coronavirus #Justice #Deconfinement11Mai #CONFINEMENTJOUR30   https://t.co/yl2JUihpPh"
1250527776005898240,2020-04-15 20:53:50,"Rouen, France",fr,"#Deconfinement11Mai   ..👁👁..  👉🏻..Sur la réouverture Des #ecoles   ""Ce choix révèle un manque absolu de logique"", alerte le président de l'Ordre @BouetP ‼️  #medecins #Macronie #COVID19fr #France #EducationNationale #LREM #Blanquer #CONFINEMENTJOUR30   https://t.co/35zdPVNx8J"
1250409036018847744,2020-04-15 13:02:00,"Paris, France",fr,"Le vélo sera-t-il l’un des grands gagnants du déconfinement, prévu le 11 mai ? 🚲 Plusieurs grandes villes planchent sur la création de nouvelles pistes cyclables pour encourager la pratique du vélo à la sortie du confinement ! #ConfinementJour30 https://t.co/UXNsLzB8vD"
1250747082111102976,2020-04-16 11:25:16,,fr,"Nos gouvernements sont la mécanique du système qui mettra le capitalisme avant les vies. Je refuse d'emmener mes enfants à l'école le 11 mai. Trop, trop tôt. C'est une folie totalr #confinementjour30 #Mai11 #coronavirusfrance"
1250749552065417217,2020-04-16 11:35:05,,fr,#amazonfrance contraint de fermer. La faute à qui selon eux ? À ces débiles de syndicalistes! Encore un coup des écolo-fachos ! #restezalamaison #CONFINEMENTJOUR30 https://t.co/eC0FCfm4qA
1250495949111267334,2020-04-15 18:47:22,Suisse,fr,L'Heure du #deconfinement a sonné à la gare de #SaintDenis avec 1 mois d'avance 😷🙃 Ou est l'État #policiers pour faire appliquer le #confinement ? Il y a un problème en #France ?  #COVID19 #CONFINEMENTJOUR30 #coronavirus # https://t.co/oUI6Ju0W69
1250495949111267334,2020-04-15 18:47:22,Suisse,fr,L'Heure du #deconfinement a sonné à la gare de #SaintDenis avec 1 mois d'avance 😷🙃 Ou est l'État #policiers pour faire appliquer le #confinement ? Il y a un problème en #France ?  #COVID19 #CONFINEMENTJOUR30 #coronavirus # https://t.co/oUI6Ju0W69
1250514428577153024,2020-04-15 20:00:47,Paris,fr,Pourquoi #NotreDame est un chef-d’œuvre ? https://t.co/DuS8Ov4P6q #CdesartsChezVous #CultureChezNous #confinementjour30 https://t.co/GPZqG4OO8C
1250746359675645954,2020-04-16 11:22:24,"Vienne, France",fr,"Anecdote incroyable. Quand @RafikSmati, patron de PME, commande des masques et se les fait livrer une semaine après, l'Etat nous parle d'une livraison au mois de...Juin !  #CONFINEMENTJOUR30 https://t.co/3HoFEKuTQV"
1250296830107086848,2020-04-15 05:36:08,France,fr,"Bonjour Twitter, bonne journée et bon courage ! Le voyage de Chihiro (Hayao Miyazaki, 2001) https://t.co/oX9AWOY46W #Ghibli #Haku #confinementjour30 https://t.co/mrKvP9Wopo"
1250424848569925632,2020-04-15 14:04:50,quelque part là-bas ,fr,@ActuFoot_ Ça pourrait tellement t'occuper que ça pourrait arrêter d'ouvrir et fermer les frigos/placard....  #CONFINEMENTJOUR30  #H24
1250484706560311298,2020-04-15 18:02:41,"Hauts-de-Seine, Ile-de-France",fr,"#MurDe20h Mercredi 15/04/20 #confinementjour30  « Nos #TPE, #PME, #artisans, #commercants aimeraient bien bénéficier, eux aussi, d’annulation de dettes  #SoutienAuxSoignants »  #Macron20h #Macron20h02  #RestezChezVous #COVID19 #applaudissements #applaudissements20h https://t.co/TYEs2e7aIG"
1250449283419197441,2020-04-15 15:41:56,quelque part là-bas ,fr,@RMCsport C'est exactement ce que mon budget me pousse à faire quand l'envie de partir en vacance me gratte  ....#CONFINEMENTJOUR30
1250495949111267334,2020-04-15 18:47:22,Suisse,fr,L'Heure du #deconfinement a sonné à la gare de #SaintDenis avec 1 mois d'avance 😷🙃 Ou est l'État #policiers pour faire appliquer le #confinement ? Il y a un problème en #France ?  #COVID19 #CONFINEMENTJOUR30 #coronavirus # https://t.co/oUI6Ju0W69
1250495317222526978,2020-04-15 18:44:51,"Lyonnaise, Sarkozyste ",fr,Mes masques faits aujourd'hui #CONFINEMENTJOUR30 https://t.co/1CCYypLFQz
1250335775947763719,2020-04-15 08:10:53,"Montcuq, France",fr,🔴 DIRECT #CONFINEMENTJOUR30 : @SibethNdiaye ne voit « aucun problème » à une reprise scolaire le 11 mai.  « À 4 ans on est déjà capable d’appliquer des gestes barrières simples comme le port du masque par exemple. » https://t.co/NE7gyMDTwl
1250443764868538375,2020-04-15 15:20:00,Yerres,fr,"Ils devaient être 6000, ils sont désormais 10.000 détenus à avoir été libérés ! @NBelloubet profite de la crise sanitaire pour vider nos prisons en toute discrétion. Rétablissons l'ordre en prison et exigeons la tolérance 0 pour les délinquants et criminels !  #ConfinementJour30 https://t.co/bCjs15eQTK"
1250746359675645954,2020-04-16 11:22:24,"Vienne, France",fr,"Anecdote incroyable. Quand @RafikSmati, patron de PME, commande des masques et se les fait livrer une semaine après, l'Etat nous parle d'une livraison au mois de...Juin !  #CONFINEMENTJOUR30 https://t.co/3HoFEKuTQV"
